cohort,ligand,receptor,retained_in_targeted_panel,not_retained_genes,note
GSE135893,CXCL1,CXCR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL1,ACKR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL1,CXCR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL12,ACKR3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL12,CXCR3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL12,CXCR4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL12,ITGB1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL12,CD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL12,DPP4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL2,CXCR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL2,ACKR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL2,CXCR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL2,XCR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,CXCL2,DPP4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,FGF10,FGFR3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,FGF10,FGFR4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,FGF10,FGFR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,FGF10,FGFRL1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,FGF10,FGFR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,FGF7,FGFR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,FGF7,FGFR4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,FGF7,FGFR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,FGF7,FGFR3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,FGF7,NRP1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,HBEGF,MOG,False,MOG,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,HBEGF,CD6,False,CD6,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,HBEGF,EGFR,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,HBEGF,ERBB4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,HBEGF,CD44,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,HBEGF,CD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,HBEGF,ERBB2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,HBEGF,CD82,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,IL1A,IL1R1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,IL1A,IL1RAP,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,IL1A,IL1R2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,IL1B,IL1R2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,IL1B,IL1R1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,IL1B,IL1RAP,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,IL1B,ADRB2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,IL1B,IL12RB2,False,IL12RB2,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,APP,False,APP,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,TGFBR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,TGFBR3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,TGFBR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,ITGB8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,ITGB6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,ENG,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,ITGB3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,ACVRL1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,ITGAV,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,ITGB1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,SDC2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,TGFB1,PDGFRA,False,PDGFRA,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,VEGFA,FLT1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,VEGFA,KDR,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,VEGFA,NRP1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,VEGFA,NRP2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,VEGFA,GPC1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT1,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT1,RYK,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT1,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT1,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT1,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT1,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT1,ROR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT1,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10A,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT10B,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT11,MUSK,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT11,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT11,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT11,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT11,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT11,KLRG2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT11,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT16,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT2B,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3,RYK,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3,ROR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,RYK,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,APCDD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT3A,LRP1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,SMO,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,NOTCH1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT4,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,ROR2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,ROR1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,RYK,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5A,MCAM,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,KLRG2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT5B,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT6,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7A,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7A,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7A,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7A,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7A,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,TMED5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,ADGRA2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT7B,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8A,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT8B,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,MUSK,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,CHRNA1,False,CHRNA1,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9A,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,LRP5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,LRP6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,CHRNA1,False,CHRNA1,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,FZD3,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,FZD10,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,FZD4,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,FZD5,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,FZD8,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,FZD1,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,FZD2,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,FZD6,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,FZD7,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
GSE135893,WNT9B,FZD9,True,,not retained is not biological absence; targeted panel follows frozen LIANA resources
