cohort,view,resource,family,ligand,receptor,source,source_label,target,target_label,cell_floor,prior_count,n_control,n_IPF,status,missing_genes
GSE136831,subtype,consensus,core,TGFB1,ITGB1,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ITGB5,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ITGB5,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ITGB5,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ITGB5,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ITGB8,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ITGB8,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ITGB8,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ITGB8,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,SDC2,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,SDC2,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,SDC2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,SDC2,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ACVRL1,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ACVRL1,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ACVRL1,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ACVRL1,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,CXCR4,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,CXCR4,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,CXCR4,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,CXCR4,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,TGFBR3,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,TGFBR3,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,TGFBR3,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,TGFBR3,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,VASN,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,VASN,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,VASN,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,VASN,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophage,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R1_IL1RAP,AT2,ATII,fibroblasts,Fibroblast,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R1_IL1RAP,AT2,ATII,fibroblasts,Myofibroblast,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophage,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,Macrophage_Alveolar,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R2_IL1RAP,AT2,ATII,fibroblasts,Fibroblast,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1A,IL1R2_IL1RAP,AT2,ATII,fibroblasts,Myofibroblast,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,Macrophage_Alveolar,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,AT2,ATII,fibroblasts,Fibroblast,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R1_IL1RAP,AT2,ATII,fibroblasts,Myofibroblast,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophage,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,Macrophage_Alveolar,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,AT2,ATII,fibroblasts,Fibroblast,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,IL1R2_IL1RAP,AT2,ATII,fibroblasts,Myofibroblast,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophage,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,ADRB2,macrophages,Macrophage_Alveolar,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,ADRB2,AT2,ATII,fibroblasts,Fibroblast,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,ADRB2,AT2,ATII,fibroblasts,Myofibroblast,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophage,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,SIGIRR,macrophages,Macrophage_Alveolar,AT2,ATII,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,SIGIRR,AT2,ATII,fibroblasts,Fibroblast,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,IL1B,SIGIRR,AT2,ATII,fibroblasts,Myofibroblast,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR1,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR1,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR1,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR1,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR2,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR2,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR2,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR2,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR10,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR10,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR10,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR10,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR3,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR3,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR3,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR3,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR4,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR4,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR4,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR5,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR5,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,CCR5,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,CCR5,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,ACKR1,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,ACKR1,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,ACKR1,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,ACKR1,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,ACKR4,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,ACKR4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CCL2,ACKR4,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CCL2,ACKR4,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,AREG,EGFR_ERBB2,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,AREG,EGFR_ERBB2,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,AREG,EGFR_ERBB2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,AREG,EGFR_ERBB2,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,AREG,EGFR_ERBB2,AT2,ATII,fibroblasts,Fibroblast,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,AREG,EGFR_ERBB2,AT2,ATII,fibroblasts,Myofibroblast,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,AREG,ERBB3,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,AREG,ERBB3,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,AREG,ERBB3,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,AREG,ERBB3,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,AREG,ERBB3,AT2,ATII,fibroblasts,Fibroblast,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,AREG,ERBB3,AT2,ATII,fibroblasts,Myofibroblast,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF7,NRP1,fibroblasts,Fibroblast,AT2,ATII,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF7,NRP1,fibroblasts,Myofibroblast,AT2,ATII,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF7,FGFR1,fibroblasts,Fibroblast,AT2,ATII,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF7,FGFR1,fibroblasts,Myofibroblast,AT2,ATII,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF7,FGFR2,fibroblasts,Fibroblast,AT2,ATII,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF7,FGFR2,fibroblasts,Myofibroblast,AT2,ATII,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF7,FGFR4,fibroblasts,Fibroblast,AT2,ATII,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF7,FGFR4,fibroblasts,Myofibroblast,AT2,ATII,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF7,FGFR3,fibroblasts,Fibroblast,AT2,ATII,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF7,FGFR3,fibroblasts,Myofibroblast,AT2,ATII,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,CD4,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CXCL12,CD4,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CXCL12,CD4,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,CD4,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB3,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB3,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB3,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB3,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB1,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB1,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB1,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGB1,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGAV,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGAV,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGAV,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGAV,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGA5,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGA5,fibroblasts,Fibroblast,macrophages,Macrophage_Alveolar,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGA5,fibroblasts,Myofibroblast,macrophages,Macrophage,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGA5,fibroblasts,Myofibroblast,macrophages,Macrophage_Alveolar,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,CXCL12,ITGA4,fibroblasts,Fibroblast,macrophages,Macrophage,100,1.0,3,5,eligible_descriptive,
