resource,ligand,receptor,human_ligand,human_receptor,family
cellchatdb,Wnt1,Fzd1_Lrp6,WNT1,FZD1_LRP6,exploratory
cellchatdb,Wnt1,Fzd10_Lrp6,WNT1,FZD10_LRP6,exploratory
cellchatdb,Wnt1,Fzd2_Lrp6,WNT1,FZD2_LRP6,exploratory
cellchatdb,Wnt1,Fzd3_Lrp6,WNT1,FZD3_LRP6,exploratory
cellchatdb,Wnt1,Fzd4_Lrp6,WNT1,FZD4_LRP6,exploratory
cellchatdb,Wnt1,Fzd5_Lrp6,WNT1,FZD5_LRP6,exploratory
cellchatdb,Wnt1,Fzd6_Lrp6,WNT1,FZD6_LRP6,exploratory
cellchatdb,Wnt1,Fzd7_Lrp6,WNT1,FZD7_LRP6,exploratory
cellchatdb,Wnt1,Fzd8_Lrp6,WNT1,FZD8_LRP6,exploratory
cellchatdb,Wnt1,Fzd9_Lrp6,WNT1,FZD9_LRP6,exploratory
cellchatdb,Wnt10a,Fzd1_Lrp6,WNT10A,FZD1_LRP6,exploratory
cellchatdb,Wnt10a,Fzd10_Lrp6,WNT10A,FZD10_LRP6,exploratory
cellchatdb,Wnt10a,Fzd2_Lrp6,WNT10A,FZD2_LRP6,exploratory
cellchatdb,Wnt10a,Fzd3_Lrp6,WNT10A,FZD3_LRP6,exploratory
cellchatdb,Wnt10a,Fzd4_Lrp6,WNT10A,FZD4_LRP6,exploratory
cellchatdb,Wnt10a,Fzd5_Lrp6,WNT10A,FZD5_LRP6,exploratory
cellchatdb,Wnt10a,Fzd6_Lrp6,WNT10A,FZD6_LRP6,exploratory
cellchatdb,Wnt10a,Fzd7_Lrp6,WNT10A,FZD7_LRP6,exploratory
cellchatdb,Wnt10a,Fzd8_Lrp6,WNT10A,FZD8_LRP6,exploratory
cellchatdb,Wnt10a,Fzd9_Lrp6,WNT10A,FZD9_LRP6,exploratory
cellchatdb,Wnt10b,Fzd1_Lrp6,WNT10B,FZD1_LRP6,exploratory
cellchatdb,Wnt10b,Fzd10_Lrp6,WNT10B,FZD10_LRP6,exploratory
cellchatdb,Wnt10b,Fzd2_Lrp6,WNT10B,FZD2_LRP6,exploratory
cellchatdb,Wnt10b,Fzd3_Lrp6,WNT10B,FZD3_LRP6,exploratory
cellchatdb,Wnt10b,Fzd4_Lrp6,WNT10B,FZD4_LRP6,exploratory
cellchatdb,Wnt10b,Fzd5_Lrp6,WNT10B,FZD5_LRP6,exploratory
cellchatdb,Wnt10b,Fzd6_Lrp6,WNT10B,FZD6_LRP6,exploratory
cellchatdb,Wnt10b,Fzd7_Lrp6,WNT10B,FZD7_LRP6,exploratory
cellchatdb,Wnt10b,Fzd8_Lrp6,WNT10B,FZD8_LRP6,exploratory
cellchatdb,Wnt10b,Fzd9_Lrp6,WNT10B,FZD9_LRP6,exploratory
cellchatdb,Wnt16,Fzd1_Lrp6,WNT16,FZD1_LRP6,exploratory
cellchatdb,Wnt16,Fzd10_Lrp6,WNT16,FZD10_LRP6,exploratory
cellchatdb,Wnt16,Fzd2_Lrp6,WNT16,FZD2_LRP6,exploratory
cellchatdb,Wnt16,Fzd3_Lrp6,WNT16,FZD3_LRP6,exploratory
cellchatdb,Wnt16,Fzd4_Lrp6,WNT16,FZD4_LRP6,exploratory
cellchatdb,Wnt16,Fzd5_Lrp6,WNT16,FZD5_LRP6,exploratory
cellchatdb,Wnt16,Fzd6_Lrp6,WNT16,FZD6_LRP6,exploratory
cellchatdb,Wnt16,Fzd7_Lrp6,WNT16,FZD7_LRP6,exploratory
cellchatdb,Wnt16,Fzd8_Lrp6,WNT16,FZD8_LRP6,exploratory
cellchatdb,Wnt16,Fzd9_Lrp6,WNT16,FZD9_LRP6,exploratory
cellchatdb,Wnt2,Fzd1_Lrp6,WNT2,FZD1_LRP6,exploratory
cellchatdb,Wnt2,Fzd10_Lrp6,WNT2,FZD10_LRP6,exploratory
cellchatdb,Wnt2,Fzd2_Lrp6,WNT2,FZD2_LRP6,exploratory
cellchatdb,Wnt2,Fzd3_Lrp6,WNT2,FZD3_LRP6,exploratory
cellchatdb,Wnt2,Fzd4_Lrp6,WNT2,FZD4_LRP6,exploratory
cellchatdb,Wnt2,Fzd5_Lrp6,WNT2,FZD5_LRP6,exploratory
cellchatdb,Wnt2,Fzd6_Lrp6,WNT2,FZD6_LRP6,exploratory
cellchatdb,Wnt2,Fzd7_Lrp6,WNT2,FZD7_LRP6,exploratory
cellchatdb,Wnt2,Fzd8_Lrp6,WNT2,FZD8_LRP6,exploratory
cellchatdb,Wnt2,Fzd9_Lrp6,WNT2,FZD9_LRP6,exploratory
cellchatdb,Wnt2b,Fzd1_Lrp6,WNT2B,FZD1_LRP6,exploratory
cellchatdb,Wnt2b,Fzd10_Lrp6,WNT2B,FZD10_LRP6,exploratory
cellchatdb,Wnt2b,Fzd2_Lrp6,WNT2B,FZD2_LRP6,exploratory
cellchatdb,Wnt2b,Fzd3_Lrp6,WNT2B,FZD3_LRP6,exploratory
cellchatdb,Wnt2b,Fzd4_Lrp6,WNT2B,FZD4_LRP6,exploratory
cellchatdb,Wnt2b,Fzd5_Lrp6,WNT2B,FZD5_LRP6,exploratory
cellchatdb,Wnt2b,Fzd6_Lrp6,WNT2B,FZD6_LRP6,exploratory
cellchatdb,Wnt2b,Fzd7_Lrp6,WNT2B,FZD7_LRP6,exploratory
cellchatdb,Wnt2b,Fzd8_Lrp6,WNT2B,FZD8_LRP6,exploratory
cellchatdb,Wnt2b,Fzd9_Lrp6,WNT2B,FZD9_LRP6,exploratory
cellchatdb,Wnt3,Fzd1_Lrp6,WNT3,FZD1_LRP6,exploratory
cellchatdb,Wnt3,Fzd10_Lrp6,WNT3,FZD10_LRP6,exploratory
cellchatdb,Wnt3,Fzd2_Lrp6,WNT3,FZD2_LRP6,exploratory
cellchatdb,Wnt3,Fzd3_Lrp6,WNT3,FZD3_LRP6,exploratory
cellchatdb,Wnt3,Fzd4_Lrp6,WNT3,FZD4_LRP6,exploratory
cellchatdb,Wnt3,Fzd5_Lrp6,WNT3,FZD5_LRP6,exploratory
cellchatdb,Wnt3,Fzd6_Lrp6,WNT3,FZD6_LRP6,exploratory
cellchatdb,Wnt3,Fzd7_Lrp6,WNT3,FZD7_LRP6,exploratory
cellchatdb,Wnt3,Fzd8_Lrp6,WNT3,FZD8_LRP6,exploratory
cellchatdb,Wnt3,Fzd9_Lrp6,WNT3,FZD9_LRP6,exploratory
cellchatdb,Wnt3a,Fzd1_Lrp6,WNT3A,FZD1_LRP6,exploratory
cellchatdb,Wnt3a,Fzd10_Lrp6,WNT3A,FZD10_LRP6,exploratory
cellchatdb,Wnt3a,Fzd2_Lrp6,WNT3A,FZD2_LRP6,exploratory
cellchatdb,Wnt3a,Fzd3_Lrp6,WNT3A,FZD3_LRP6,exploratory
cellchatdb,Wnt3a,Fzd4_Lrp6,WNT3A,FZD4_LRP6,exploratory
cellchatdb,Wnt3a,Fzd5_Lrp6,WNT3A,FZD5_LRP6,exploratory
cellchatdb,Wnt3a,Fzd6_Lrp6,WNT3A,FZD6_LRP6,exploratory
cellchatdb,Wnt3a,Fzd7_Lrp6,WNT3A,FZD7_LRP6,exploratory
cellchatdb,Wnt3a,Fzd8_Lrp6,WNT3A,FZD8_LRP6,exploratory
cellchatdb,Wnt3a,Fzd9_Lrp6,WNT3A,FZD9_LRP6,exploratory
cellchatdb,Wnt4,Fzd1_Lrp6,WNT4,FZD1_LRP6,exploratory
cellchatdb,Wnt4,Fzd10_Lrp6,WNT4,FZD10_LRP6,exploratory
cellchatdb,Wnt4,Fzd2_Lrp6,WNT4,FZD2_LRP6,exploratory
cellchatdb,Wnt4,Fzd3_Lrp6,WNT4,FZD3_LRP6,exploratory
cellchatdb,Wnt4,Fzd4_Lrp6,WNT4,FZD4_LRP6,exploratory
cellchatdb,Wnt4,Fzd5_Lrp6,WNT4,FZD5_LRP6,exploratory
cellchatdb,Wnt4,Fzd6_Lrp6,WNT4,FZD6_LRP6,exploratory
cellchatdb,Wnt4,Fzd7_Lrp6,WNT4,FZD7_LRP6,exploratory
cellchatdb,Wnt4,Fzd8_Lrp6,WNT4,FZD8_LRP6,exploratory
cellchatdb,Wnt4,Fzd9_Lrp6,WNT4,FZD9_LRP6,exploratory
cellchatdb,Wnt6,Fzd1_Lrp6,WNT6,FZD1_LRP6,exploratory
cellchatdb,Wnt6,Fzd10_Lrp6,WNT6,FZD10_LRP6,exploratory
cellchatdb,Wnt6,Fzd2_Lrp6,WNT6,FZD2_LRP6,exploratory
cellchatdb,Wnt6,Fzd3_Lrp6,WNT6,FZD3_LRP6,exploratory
cellchatdb,Wnt6,Fzd4_Lrp6,WNT6,FZD4_LRP6,exploratory
cellchatdb,Wnt6,Fzd5_Lrp6,WNT6,FZD5_LRP6,exploratory
cellchatdb,Wnt6,Fzd6_Lrp6,WNT6,FZD6_LRP6,exploratory
cellchatdb,Wnt6,Fzd7_Lrp6,WNT6,FZD7_LRP6,exploratory
cellchatdb,Wnt6,Fzd8_Lrp6,WNT6,FZD8_LRP6,exploratory
cellchatdb,Wnt6,Fzd9_Lrp6,WNT6,FZD9_LRP6,exploratory
cellchatdb,Wnt7a,Fzd1_Lrp6,WNT7A,FZD1_LRP6,exploratory
cellchatdb,Wnt7a,Fzd10_Lrp6,WNT7A,FZD10_LRP6,exploratory
cellchatdb,Wnt7a,Fzd2_Lrp6,WNT7A,FZD2_LRP6,exploratory
cellchatdb,Wnt7a,Fzd3_Lrp6,WNT7A,FZD3_LRP6,exploratory
cellchatdb,Wnt7a,Fzd4_Lrp6,WNT7A,FZD4_LRP6,exploratory
cellchatdb,Wnt7a,Fzd5_Lrp6,WNT7A,FZD5_LRP6,exploratory
cellchatdb,Wnt7a,Fzd6_Lrp6,WNT7A,FZD6_LRP6,exploratory
cellchatdb,Wnt7a,Fzd7_Lrp6,WNT7A,FZD7_LRP6,exploratory
cellchatdb,Wnt7a,Fzd8_Lrp6,WNT7A,FZD8_LRP6,exploratory
cellchatdb,Wnt7a,Fzd9_Lrp6,WNT7A,FZD9_LRP6,exploratory
cellchatdb,Wnt7b,Fzd1_Lrp6,WNT7B,FZD1_LRP6,exploratory
cellchatdb,Wnt7b,Fzd10_Lrp6,WNT7B,FZD10_LRP6,exploratory
cellchatdb,Wnt7b,Fzd2_Lrp6,WNT7B,FZD2_LRP6,exploratory
cellchatdb,Wnt7b,Fzd3_Lrp6,WNT7B,FZD3_LRP6,exploratory
cellchatdb,Wnt7b,Fzd4_Lrp6,WNT7B,FZD4_LRP6,exploratory
cellchatdb,Wnt7b,Fzd5_Lrp6,WNT7B,FZD5_LRP6,exploratory
cellchatdb,Wnt7b,Fzd6_Lrp6,WNT7B,FZD6_LRP6,exploratory
cellchatdb,Wnt7b,Fzd7_Lrp6,WNT7B,FZD7_LRP6,exploratory
cellchatdb,Wnt7b,Fzd8_Lrp6,WNT7B,FZD8_LRP6,exploratory
cellchatdb,Wnt7b,Fzd9_Lrp6,WNT7B,FZD9_LRP6,exploratory
cellchatdb,Wnt8a,Fzd1_Lrp6,WNT8A,FZD1_LRP6,exploratory
cellchatdb,Wnt8a,Fzd10_Lrp6,WNT8A,FZD10_LRP6,exploratory
cellchatdb,Wnt8a,Fzd2_Lrp6,WNT8A,FZD2_LRP6,exploratory
cellchatdb,Wnt8a,Fzd3_Lrp6,WNT8A,FZD3_LRP6,exploratory
cellchatdb,Wnt8a,Fzd4_Lrp6,WNT8A,FZD4_LRP6,exploratory
cellchatdb,Wnt8a,Fzd5_Lrp6,WNT8A,FZD5_LRP6,exploratory
cellchatdb,Wnt8a,Fzd6_Lrp6,WNT8A,FZD6_LRP6,exploratory
cellchatdb,Wnt8a,Fzd7_Lrp6,WNT8A,FZD7_LRP6,exploratory
cellchatdb,Wnt8a,Fzd8_Lrp6,WNT8A,FZD8_LRP6,exploratory
cellchatdb,Wnt8a,Fzd9_Lrp6,WNT8A,FZD9_LRP6,exploratory
cellchatdb,Wnt8b,Fzd1_Lrp6,WNT8B,FZD1_LRP6,exploratory
cellchatdb,Wnt8b,Fzd10_Lrp6,WNT8B,FZD10_LRP6,exploratory
cellchatdb,Wnt8b,Fzd2_Lrp6,WNT8B,FZD2_LRP6,exploratory
cellchatdb,Wnt8b,Fzd3_Lrp6,WNT8B,FZD3_LRP6,exploratory
cellchatdb,Wnt8b,Fzd4_Lrp6,WNT8B,FZD4_LRP6,exploratory
cellchatdb,Wnt8b,Fzd5_Lrp6,WNT8B,FZD5_LRP6,exploratory
cellchatdb,Wnt8b,Fzd6_Lrp6,WNT8B,FZD6_LRP6,exploratory
cellchatdb,Wnt8b,Fzd7_Lrp6,WNT8B,FZD7_LRP6,exploratory
cellchatdb,Wnt8b,Fzd8_Lrp6,WNT8B,FZD8_LRP6,exploratory
cellchatdb,Wnt8b,Fzd9_Lrp6,WNT8B,FZD9_LRP6,exploratory
cellchatdb,Wnt9a,Fzd1_Lrp6,WNT9A,FZD1_LRP6,exploratory
cellchatdb,Wnt9a,Fzd10_Lrp6,WNT9A,FZD10_LRP6,exploratory
cellchatdb,Wnt9a,Fzd2_Lrp6,WNT9A,FZD2_LRP6,exploratory
cellchatdb,Wnt9a,Fzd3_Lrp6,WNT9A,FZD3_LRP6,exploratory
cellchatdb,Wnt9a,Fzd4_Lrp6,WNT9A,FZD4_LRP6,exploratory
cellchatdb,Wnt9a,Fzd5_Lrp6,WNT9A,FZD5_LRP6,exploratory
cellchatdb,Wnt9a,Fzd6_Lrp6,WNT9A,FZD6_LRP6,exploratory
cellchatdb,Wnt9a,Fzd7_Lrp6,WNT9A,FZD7_LRP6,exploratory
cellchatdb,Wnt9a,Fzd8_Lrp6,WNT9A,FZD8_LRP6,exploratory
cellchatdb,Wnt9a,Fzd9_Lrp6,WNT9A,FZD9_LRP6,exploratory
cellchatdb,Wnt9b,Fzd1_Lrp6,WNT9B,FZD1_LRP6,exploratory
cellchatdb,Wnt9b,Fzd10_Lrp6,WNT9B,FZD10_LRP6,exploratory
cellchatdb,Wnt9b,Fzd2_Lrp6,WNT9B,FZD2_LRP6,exploratory
cellchatdb,Wnt9b,Fzd3_Lrp6,WNT9B,FZD3_LRP6,exploratory
cellchatdb,Wnt9b,Fzd4_Lrp6,WNT9B,FZD4_LRP6,exploratory
cellchatdb,Wnt9b,Fzd5_Lrp6,WNT9B,FZD5_LRP6,exploratory
cellchatdb,Wnt9b,Fzd6_Lrp6,WNT9B,FZD6_LRP6,exploratory
cellchatdb,Wnt9b,Fzd7_Lrp6,WNT9B,FZD7_LRP6,exploratory
cellchatdb,Wnt9b,Fzd8_Lrp6,WNT9B,FZD8_LRP6,exploratory
cellchatdb,Wnt9b,Fzd9_Lrp6,WNT9B,FZD9_LRP6,exploratory
cellchatdb,Wnt5a,Fzd10,WNT5A,FZD10,exploratory
cellchatdb,Wnt5b,Fzd1,WNT5B,FZD1,exploratory
cellchatdb,Wnt5b,Fzd10,WNT5B,FZD10,exploratory
cellchatdb,Wnt5b,Fzd2,WNT5B,FZD2,exploratory
cellchatdb,Wnt5b,Fzd4,WNT5B,FZD4,exploratory
cellchatdb,Wnt5b,Fzd5,WNT5B,FZD5,exploratory
cellchatdb,Wnt5b,Fzd7,WNT5B,FZD7,exploratory
cellchatdb,Wnt5b,Fzd8,WNT5B,FZD8,exploratory
cellchatdb,Wnt5b,Fzd9,WNT5B,FZD9,exploratory
cellchatdb,Wnt11,Fzd1,WNT11,FZD1,exploratory
cellchatdb,Wnt11,Fzd10,WNT11,FZD10,exploratory
cellchatdb,Wnt11,Fzd2,WNT11,FZD2,exploratory
cellchatdb,Wnt11,Fzd4,WNT11,FZD4,exploratory
cellchatdb,Wnt11,Fzd5,WNT11,FZD5,exploratory
cellchatdb,Wnt11,Fzd8,WNT11,FZD8,exploratory
cellchatdb,Wnt11,Fzd9,WNT11,FZD9,exploratory
cellchatdb,Areg,Egfr_Erbb2,AREG,EGFR_ERBB2,core
cellchatdb,Hbegf,Egfr_Erbb2,HBEGF,EGFR_ERBB2,core
cellchatdb,Hbegf,Erbb2_Erbb4,HBEGF,ERBB2_ERBB4,core
