patient,histology,label,comp,view,cells,full_library_sum,libraries,n_libraries,uncertainty,library_mode,unit_id
3,AIS,AT1,other,subtype,143,272593,GSM9237902,1,0.2,largest_library,unc20_largest_library_0000
3,AIS,AT2,AT2,subtype,673,1491795,GSM9237902,1,0.2,largest_library,unc20_largest_library_0001
3,AIS,Adventitial fibroblasts,fibroblasts,subtype,21,36629,GSM9237902,1,0.2,largest_library,unc20_largest_library_0002
3,AIS,Alveolar fibroblasts,fibroblasts,subtype,102,151845,GSM9237902,1,0.2,largest_library,unc20_largest_library_0003
3,AIS,B cells,other,subtype,11,18125,GSM9237902,1,0.2,largest_library,unc20_largest_library_0004
3,AIS,Basal resting,other,subtype,21,28250,GSM9237902,1,0.2,largest_library,unc20_largest_library_0005
3,AIS,CD4 T cells,other,subtype,28,41614,GSM9237902,1,0.2,largest_library,unc20_largest_library_0006
3,AIS,CD8 T cells,other,subtype,11,19472,GSM9237902,1,0.2,largest_library,unc20_largest_library_0007
3,AIS,Classical monocytes,other,subtype,2,2313,GSM9237902,1,0.2,largest_library,unc20_largest_library_0008
3,AIS,EC aerocyte capillary,other,subtype,5,5985,GSM9237902,1,0.2,largest_library,unc20_largest_library_0009
3,AIS,EC arterial,other,subtype,14,17889,GSM9237902,1,0.2,largest_library,unc20_largest_library_0010
3,AIS,EC general capillary,other,subtype,4,4417,GSM9237902,1,0.2,largest_library,unc20_largest_library_0011
3,AIS,EC venous pulmonary,other,subtype,10,12379,GSM9237902,1,0.2,largest_library,unc20_largest_library_0012
3,AIS,EC venous systemic,other,subtype,2,2735,GSM9237902,1,0.2,largest_library,unc20_largest_library_0013
3,AIS,Goblet (bronchial),other,subtype,1,1733,GSM9237902,1,0.2,largest_library,unc20_largest_library_0014
3,AIS,Goblet (nasal),other,subtype,11,43951,GSM9237902,1,0.2,largest_library,unc20_largest_library_0015
3,AIS,Lymphatic EC differentiating,other,subtype,16,22611,GSM9237902,1,0.2,largest_library,unc20_largest_library_0016
3,AIS,Lymphatic EC mature,other,subtype,1,1957,GSM9237902,1,0.2,largest_library,unc20_largest_library_0017
3,AIS,Mast cells,other,subtype,10,14634,GSM9237902,1,0.2,largest_library,unc20_largest_library_0018
3,AIS,Monocyte-derived Mph,macrophages,subtype,31,76794,GSM9237902,1,0.2,largest_library,unc20_largest_library_0019
3,AIS,Multiciliated (non-nasal),other,subtype,110,388615,GSM9237902,1,0.2,largest_library,unc20_largest_library_0020
3,AIS,Non-classical monocytes,other,subtype,16,22836,GSM9237902,1,0.2,largest_library,unc20_largest_library_0021
3,AIS,Pericytes,other,subtype,6,7503,GSM9237902,1,0.2,largest_library,unc20_largest_library_0022
3,AIS,Plasma cells,other,subtype,6,8109,GSM9237902,1,0.2,largest_library,unc20_largest_library_0023
3,LUAD,AT1,other,subtype,179,338280,GSM9237903,1,0.2,largest_library,unc20_largest_library_0024
3,LUAD,AT2,AT2,subtype,310,934100,GSM9237903,1,0.2,largest_library,unc20_largest_library_0025
3,LUAD,Adventitial fibroblasts,fibroblasts,subtype,3,7185,GSM9237903,1,0.2,largest_library,unc20_largest_library_0026
3,LUAD,Alveolar fibroblasts,fibroblasts,subtype,77,120106,GSM9237903,1,0.2,largest_library,unc20_largest_library_0027
3,LUAD,B cells,other,subtype,10,14676,GSM9237903,1,0.2,largest_library,unc20_largest_library_0028
3,LUAD,Basal resting,other,subtype,28,43128,GSM9237903,1,0.2,largest_library,unc20_largest_library_0029
3,LUAD,CD4 T cells,other,subtype,42,61106,GSM9237903,1,0.2,largest_library,unc20_largest_library_0030
3,LUAD,CD8 T cells,other,subtype,13,16259,GSM9237903,1,0.2,largest_library,unc20_largest_library_0031
3,LUAD,Classical monocytes,other,subtype,2,2716,GSM9237903,1,0.2,largest_library,unc20_largest_library_0032
3,LUAD,EC aerocyte capillary,other,subtype,4,4446,GSM9237903,1,0.2,largest_library,unc20_largest_library_0033
3,LUAD,EC arterial,other,subtype,14,18624,GSM9237903,1,0.2,largest_library,unc20_largest_library_0034
3,LUAD,EC general capillary,other,subtype,11,13773,GSM9237903,1,0.2,largest_library,unc20_largest_library_0035
3,LUAD,EC venous pulmonary,other,subtype,27,31857,GSM9237903,1,0.2,largest_library,unc20_largest_library_0036
3,LUAD,Goblet (bronchial),other,subtype,1,3260,GSM9237903,1,0.2,largest_library,unc20_largest_library_0037
3,LUAD,Goblet (nasal),other,subtype,2,11076,GSM9237903,1,0.2,largest_library,unc20_largest_library_0038
3,LUAD,Lymphatic EC differentiating,other,subtype,10,13464,GSM9237903,1,0.2,largest_library,unc20_largest_library_0039
3,LUAD,Mast cells,other,subtype,20,28134,GSM9237903,1,0.2,largest_library,unc20_largest_library_0040
3,LUAD,Monocyte-derived Mph,macrophages,subtype,23,57365,GSM9237903,1,0.2,largest_library,unc20_largest_library_0041
3,LUAD,Multiciliated (non-nasal),other,subtype,150,741963,GSM9237903,1,0.2,largest_library,unc20_largest_library_0042
3,LUAD,NK cells,other,subtype,1,1040,GSM9237903,1,0.2,largest_library,unc20_largest_library_0043
3,LUAD,Neuroendocrine,other,subtype,2,5519,GSM9237903,1,0.2,largest_library,unc20_largest_library_0044
3,LUAD,Non-classical monocytes,other,subtype,9,13197,GSM9237903,1,0.2,largest_library,unc20_largest_library_0045
3,LUAD,Pericytes,other,subtype,5,6300,GSM9237903,1,0.2,largest_library,unc20_largest_library_0046
3,LUAD,Plasma cells,other,subtype,5,7920,GSM9237903,1,0.2,largest_library,unc20_largest_library_0047
3,LUAD,Plasmacytoid DCs,other,subtype,1,1609,GSM9237903,1,0.2,largest_library,unc20_largest_library_0048
3,LUAD,SMG serous (bronchial),other,subtype,1,2919,GSM9237903,1,0.2,largest_library,unc20_largest_library_0049
3,LUAD,Smooth muscle,other,subtype,2,2197,GSM9237903,1,0.2,largest_library,unc20_largest_library_0050
3,LUAD,Suprabasal,other,subtype,2,3848,GSM9237903,1,0.2,largest_library,unc20_largest_library_0051
3,normal,AT1,other,subtype,116,196977,GSM9237901,1,0.2,largest_library,unc20_largest_library_0052
3,normal,AT2,AT2,subtype,165,288778,GSM9237901,1,0.2,largest_library,unc20_largest_library_0053
3,normal,Adventitial fibroblasts,fibroblasts,subtype,11,23464,GSM9237901,1,0.2,largest_library,unc20_largest_library_0054
3,normal,Alveolar fibroblasts,fibroblasts,subtype,106,149829,GSM9237901,1,0.2,largest_library,unc20_largest_library_0055
3,normal,Alveolar macrophages,macrophages,subtype,1,11440,GSM9237901,1,0.2,largest_library,unc20_largest_library_0056
3,normal,B cells,other,subtype,3,3858,GSM9237901,1,0.2,largest_library,unc20_largest_library_0057
3,normal,CD4 T cells,other,subtype,6,8978,GSM9237901,1,0.2,largest_library,unc20_largest_library_0058
3,normal,CD8 T cells,other,subtype,6,8286,GSM9237901,1,0.2,largest_library,unc20_largest_library_0059
3,normal,Classical monocytes,other,subtype,2,2533,GSM9237901,1,0.2,largest_library,unc20_largest_library_0060
3,normal,EC aerocyte capillary,other,subtype,2,2120,GSM9237901,1,0.2,largest_library,unc20_largest_library_0061
3,normal,EC arterial,other,subtype,7,8058,GSM9237901,1,0.2,largest_library,unc20_largest_library_0062
3,normal,EC general capillary,other,subtype,3,3119,GSM9237901,1,0.2,largest_library,unc20_largest_library_0063
3,normal,EC venous pulmonary,other,subtype,7,7628,GSM9237901,1,0.2,largest_library,unc20_largest_library_0064
3,normal,EC venous systemic,other,subtype,3,5744,GSM9237901,1,0.2,largest_library,unc20_largest_library_0065
3,normal,Interstitial Mph perivascular,macrophages,subtype,1,1420,GSM9237901,1,0.2,largest_library,unc20_largest_library_0066
3,normal,Lymphatic EC differentiating,other,subtype,8,9856,GSM9237901,1,0.2,largest_library,unc20_largest_library_0067
3,normal,Mast cells,other,subtype,7,12443,GSM9237901,1,0.2,largest_library,unc20_largest_library_0068
3,normal,Monocyte-derived Mph,macrophages,subtype,21,41951,GSM9237901,1,0.2,largest_library,unc20_largest_library_0069
3,normal,Multiciliated (non-nasal),other,subtype,26,95412,GSM9237901,1,0.2,largest_library,unc20_largest_library_0070
3,normal,Non-classical monocytes,other,subtype,3,4329,GSM9237901,1,0.2,largest_library,unc20_largest_library_0071
3,normal,Pericytes,other,subtype,4,6116,GSM9237901,1,0.2,largest_library,unc20_largest_library_0072
3,normal,Plasma cells,other,subtype,12,16242,GSM9237901,1,0.2,largest_library,unc20_largest_library_0073
3,normal,Smooth muscle,other,subtype,1,1479,GSM9237901,1,0.2,largest_library,unc20_largest_library_0074
4,AAH,AT0,other,subtype,2,5117,GSM9237907,1,0.2,largest_library,unc20_largest_library_0075
4,AAH,AT1,other,subtype,595,1366652,GSM9237907,1,0.2,largest_library,unc20_largest_library_0076
4,AAH,AT2,AT2,subtype,2395,9405454,GSM9237907,1,0.2,largest_library,unc20_largest_library_0077
4,AAH,AT2 proliferating,AT2,subtype,7,66506,GSM9237907,1,0.2,largest_library,unc20_largest_library_0078
4,AAH,Adventitial fibroblasts,fibroblasts,subtype,23,82600,GSM9237907,1,0.2,largest_library,unc20_largest_library_0079
4,AAH,Alveolar fibroblasts,fibroblasts,subtype,918,1785588,GSM9237907,1,0.2,largest_library,unc20_largest_library_0080
4,AAH,Alveolar macrophages,macrophages,subtype,318,3524450,GSM9237907,1,0.2,largest_library,unc20_largest_library_0081
4,AAH,B cells,other,subtype,8,9461,GSM9237907,1,0.2,largest_library,unc20_largest_library_0082
4,AAH,CD4 T cells,other,subtype,191,279220,GSM9237907,1,0.2,largest_library,unc20_largest_library_0083
4,AAH,CD8 T cells,other,subtype,207,286742,GSM9237907,1,0.2,largest_library,unc20_largest_library_0084
4,AAH,Classical monocytes,other,subtype,12,25653,GSM9237907,1,0.2,largest_library,unc20_largest_library_0085
4,AAH,EC aerocyte capillary,other,subtype,62,88118,GSM9237907,1,0.2,largest_library,unc20_largest_library_0086
4,AAH,EC arterial,other,subtype,58,124830,GSM9237907,1,0.2,largest_library,unc20_largest_library_0087
4,AAH,EC general capillary,other,subtype,14,17712,GSM9237907,1,0.2,largest_library,unc20_largest_library_0088
4,AAH,EC venous pulmonary,other,subtype,69,112754,GSM9237907,1,0.2,largest_library,unc20_largest_library_0089
4,AAH,EC venous systemic,other,subtype,2,2360,GSM9237907,1,0.2,largest_library,unc20_largest_library_0090
4,AAH,Interstitial Mph perivascular,macrophages,subtype,49,102799,GSM9237907,1,0.2,largest_library,unc20_largest_library_0091
4,AAH,Lymphatic EC differentiating,other,subtype,33,50588,GSM9237907,1,0.2,largest_library,unc20_largest_library_0092
4,AAH,Mast cells,other,subtype,159,235138,GSM9237907,1,0.2,largest_library,unc20_largest_library_0093
4,AAH,Migratory DCs,other,subtype,18,44479,GSM9237907,1,0.2,largest_library,unc20_largest_library_0094
4,AAH,Monocyte-derived Mph,macrophages,subtype,30,91816,GSM9237907,1,0.2,largest_library,unc20_largest_library_0095
4,AAH,Multiciliated (non-nasal),other,subtype,1,3086,GSM9237907,1,0.2,largest_library,unc20_largest_library_0096
4,AAH,Myofibroblasts,fibroblasts,subtype,1,1873,GSM9237907,1,0.2,largest_library,unc20_largest_library_0097
4,AAH,NK cells,other,subtype,29,36451,GSM9237907,1,0.2,largest_library,unc20_largest_library_0098
4,AAH,Non-classical monocytes,other,subtype,23,40257,GSM9237907,1,0.2,largest_library,unc20_largest_library_0099
4,AAH,Peribronchial fibroblasts,fibroblasts,subtype,12,44548,GSM9237907,1,0.2,largest_library,unc20_largest_library_0100
4,AAH,Pericytes,other,subtype,21,48041,GSM9237907,1,0.2,largest_library,unc20_largest_library_0101
4,AAH,Plasma cells,other,subtype,105,389403,GSM9237907,1,0.2,largest_library,unc20_largest_library_0102
4,AAH,Plasmacytoid DCs,other,subtype,21,44482,GSM9237907,1,0.2,largest_library,unc20_largest_library_0103
4,AAH,Smooth muscle,other,subtype,14,33291,GSM9237907,1,0.2,largest_library,unc20_largest_library_0104
4,AAH,T cells proliferating,other,subtype,16,62099,GSM9237907,1,0.2,largest_library,unc20_largest_library_0105
4,AAH,pre-TB secretory,other,subtype,1,9511,GSM9237907,1,0.2,largest_library,unc20_largest_library_0106
4,LUAD,AT0,other,subtype,51,213320,GSM9237908,1,0.2,largest_library,unc20_largest_library_0107
4,LUAD,AT1,other,subtype,1744,5552605,GSM9237908,1,0.2,largest_library,unc20_largest_library_0108
4,LUAD,AT2,AT2,subtype,5063,25675943,GSM9237908,1,0.2,largest_library,unc20_largest_library_0109
4,LUAD,AT2 proliferating,AT2,subtype,33,573105,GSM9237908,1,0.2,largest_library,unc20_largest_library_0110
4,LUAD,Adventitial fibroblasts,fibroblasts,subtype,91,299809,GSM9237908,1,0.2,largest_library,unc20_largest_library_0111
4,LUAD,Alveolar fibroblasts,fibroblasts,subtype,2776,7873263,GSM9237908,1,0.2,largest_library,unc20_largest_library_0112
4,LUAD,Alveolar macrophages,macrophages,subtype,935,13199652,GSM9237908,1,0.2,largest_library,unc20_largest_library_0113
4,LUAD,B cells,other,subtype,254,402230,GSM9237908,1,0.2,largest_library,unc20_largest_library_0114
4,LUAD,Basal resting,other,subtype,60,154053,GSM9237908,1,0.2,largest_library,unc20_largest_library_0115
4,LUAD,CD4 T cells,other,subtype,1087,1912272,GSM9237908,1,0.2,largest_library,unc20_largest_library_0116
4,LUAD,CD8 T cells,other,subtype,1117,1786671,GSM9237908,1,0.2,largest_library,unc20_largest_library_0117
4,LUAD,Classical monocytes,other,subtype,44,137247,GSM9237908,1,0.2,largest_library,unc20_largest_library_0118
4,LUAD,Club (nasal),other,subtype,6,13059,GSM9237908,1,0.2,largest_library,unc20_largest_library_0119
4,LUAD,Club (non-nasal),other,subtype,2,2971,GSM9237908,1,0.2,largest_library,unc20_largest_library_0120
4,LUAD,DC2,other,subtype,1,8315,GSM9237908,1,0.2,largest_library,unc20_largest_library_0121
4,LUAD,Deuterosomal,other,subtype,3,17891,GSM9237908,1,0.2,largest_library,unc20_largest_library_0122
4,LUAD,EC aerocyte capillary,other,subtype,292,485816,GSM9237908,1,0.2,largest_library,unc20_largest_library_0123
4,LUAD,EC arterial,other,subtype,229,463349,GSM9237908,1,0.2,largest_library,unc20_largest_library_0124
4,LUAD,EC general capillary,other,subtype,246,344937,GSM9237908,1,0.2,largest_library,unc20_largest_library_0125
4,LUAD,EC venous pulmonary,other,subtype,231,460005,GSM9237908,1,0.2,largest_library,unc20_largest_library_0126
4,LUAD,EC venous systemic,other,subtype,8,20369,GSM9237908,1,0.2,largest_library,unc20_largest_library_0127
4,LUAD,Goblet (nasal),other,subtype,57,248385,GSM9237908,1,0.2,largest_library,unc20_largest_library_0128
4,LUAD,Goblet (subsegmental),other,subtype,4,12853,GSM9237908,1,0.2,largest_library,unc20_largest_library_0129
4,LUAD,Interstitial Mph perivascular,macrophages,subtype,122,297543,GSM9237908,1,0.2,largest_library,unc20_largest_library_0130
4,LUAD,Ionocyte,other,subtype,2,4473,GSM9237908,1,0.2,largest_library,unc20_largest_library_0131
4,LUAD,Lymphatic EC differentiating,other,subtype,136,237786,GSM9237908,1,0.2,largest_library,unc20_largest_library_0132
4,LUAD,Mast cells,other,subtype,369,652080,GSM9237908,1,0.2,largest_library,unc20_largest_library_0133
4,LUAD,Migratory DCs,other,subtype,44,164104,GSM9237908,1,0.2,largest_library,unc20_largest_library_0134
4,LUAD,Monocyte-derived Mph,macrophages,subtype,94,490395,GSM9237908,1,0.2,largest_library,unc20_largest_library_0135
4,LUAD,Multiciliated (nasal),other,subtype,1,10282,GSM9237908,1,0.2,largest_library,unc20_largest_library_0136
4,LUAD,Multiciliated (non-nasal),other,subtype,433,3161085,GSM9237908,1,0.2,largest_library,unc20_largest_library_0137
4,LUAD,Myofibroblasts,fibroblasts,subtype,6,12705,GSM9237908,1,0.2,largest_library,unc20_largest_library_0138
4,LUAD,NK cells,other,subtype,194,318324,GSM9237908,1,0.2,largest_library,unc20_largest_library_0139
4,LUAD,Neuroendocrine,other,subtype,1,1275,GSM9237908,1,0.2,largest_library,unc20_largest_library_0140
4,LUAD,Non-classical monocytes,other,subtype,97,275366,GSM9237908,1,0.2,largest_library,unc20_largest_library_0141
4,LUAD,Peribronchial fibroblasts,fibroblasts,subtype,39,124616,GSM9237908,1,0.2,largest_library,unc20_largest_library_0142
4,LUAD,Pericytes,other,subtype,119,531794,GSM9237908,1,0.2,largest_library,unc20_largest_library_0143
4,LUAD,Plasma cells,other,subtype,831,6159856,GSM9237908,1,0.2,largest_library,unc20_largest_library_0144
4,LUAD,Plasmacytoid DCs,other,subtype,52,152570,GSM9237908,1,0.2,largest_library,unc20_largest_library_0145
4,LUAD,SM activated stress response,other,subtype,4,4546,GSM9237908,1,0.2,largest_library,unc20_largest_library_0146
4,LUAD,Smooth muscle,other,subtype,119,280681,GSM9237908,1,0.2,largest_library,unc20_largest_library_0147
4,LUAD,Suprabasal,other,subtype,3,14152,GSM9237908,1,0.2,largest_library,unc20_largest_library_0148
4,LUAD,T cells proliferating,other,subtype,21,93403,GSM9237908,1,0.2,largest_library,unc20_largest_library_0149
4,LUAD,pre-TB secretory,other,subtype,10,23057,GSM9237908,1,0.2,largest_library,unc20_largest_library_0150
4,normal,AT0,other,subtype,56,293144,GSM9237904,1,0.2,largest_library,unc20_largest_library_0151
4,normal,AT1,other,subtype,1650,4532485,GSM9237904,1,0.2,largest_library,unc20_largest_library_0152
4,normal,AT2,AT2,subtype,4520,20532915,GSM9237904,1,0.2,largest_library,unc20_largest_library_0153
4,normal,AT2 proliferating,AT2,subtype,8,65895,GSM9237904,1,0.2,largest_library,unc20_largest_library_0154
4,normal,Adventitial fibroblasts,fibroblasts,subtype,89,286489,GSM9237904,1,0.2,largest_library,unc20_largest_library_0155
4,normal,Alveolar Mph proliferating,macrophages,subtype,2,8422,GSM9237904,1,0.2,largest_library,unc20_largest_library_0156
4,normal,Alveolar fibroblasts,fibroblasts,subtype,2286,5987712,GSM9237904,1,0.2,largest_library,unc20_largest_library_0157
4,normal,Alveolar macrophages,macrophages,subtype,1281,16534639,GSM9237904,1,0.2,largest_library,unc20_largest_library_0158
4,normal,B cells,other,subtype,79,104854,GSM9237904,1,0.2,largest_library,unc20_largest_library_0159
4,normal,Basal resting,other,subtype,62,146803,GSM9237904,1,0.2,largest_library,unc20_largest_library_0160
4,normal,CD4 T cells,other,subtype,1115,1851111,GSM9237904,1,0.2,largest_library,unc20_largest_library_0161
4,normal,CD8 T cells,other,subtype,1296,2000568,GSM9237904,1,0.2,largest_library,unc20_largest_library_0162
4,normal,Classical monocytes,other,subtype,44,110937,GSM9237904,1,0.2,largest_library,unc20_largest_library_0163
4,normal,EC aerocyte capillary,other,subtype,305,525336,GSM9237904,1,0.2,largest_library,unc20_largest_library_0164
4,normal,EC arterial,other,subtype,170,330973,GSM9237904,1,0.2,largest_library,unc20_largest_library_0165
4,normal,EC general capillary,other,subtype,164,242713,GSM9237904,1,0.2,largest_library,unc20_largest_library_0166
4,normal,EC venous pulmonary,other,subtype,252,484476,GSM9237904,1,0.2,largest_library,unc20_largest_library_0167
4,normal,EC venous systemic,other,subtype,3,7551,GSM9237904,1,0.2,largest_library,unc20_largest_library_0168
4,normal,Goblet (nasal),other,subtype,6,26065,GSM9237904,1,0.2,largest_library,unc20_largest_library_0169
4,normal,Goblet (subsegmental),other,subtype,2,7516,GSM9237904,1,0.2,largest_library,unc20_largest_library_0170
4,normal,Interstitial Mph perivascular,macrophages,subtype,71,167886,GSM9237904,1,0.2,largest_library,unc20_largest_library_0171
4,normal,Lymphatic EC differentiating,other,subtype,128,212844,GSM9237904,1,0.2,largest_library,unc20_largest_library_0172
4,normal,Mast cells,other,subtype,453,762127,GSM9237904,1,0.2,largest_library,unc20_largest_library_0173
4,normal,Migratory DCs,other,subtype,30,99220,GSM9237904,1,0.2,largest_library,unc20_largest_library_0174
4,normal,Monocyte-derived Mph,macrophages,subtype,99,441590,GSM9237904,1,0.2,largest_library,unc20_largest_library_0175
4,normal,Multiciliated (non-nasal),other,subtype,266,1830323,GSM9237904,1,0.2,largest_library,unc20_largest_library_0176
4,normal,Myofibroblasts,fibroblasts,subtype,3,4310,GSM9237904,1,0.2,largest_library,unc20_largest_library_0177
4,normal,NK cells,other,subtype,152,227093,GSM9237904,1,0.2,largest_library,unc20_largest_library_0178
4,normal,Neuroendocrine,other,subtype,3,12391,GSM9237904,1,0.2,largest_library,unc20_largest_library_0179
4,normal,Non-classical monocytes,other,subtype,97,241322,GSM9237904,1,0.2,largest_library,unc20_largest_library_0180
4,normal,Peribronchial fibroblasts,fibroblasts,subtype,9,34261,GSM9237904,1,0.2,largest_library,unc20_largest_library_0181
4,normal,Pericytes,other,subtype,96,351283,GSM9237904,1,0.2,largest_library,unc20_largest_library_0182
4,normal,Plasma cells,other,subtype,500,2523879,GSM9237904,1,0.2,largest_library,unc20_largest_library_0183
4,normal,Plasmacytoid DCs,other,subtype,41,104719,GSM9237904,1,0.2,largest_library,unc20_largest_library_0184
4,normal,SM activated stress response,other,subtype,2,3278,GSM9237904,1,0.2,largest_library,unc20_largest_library_0185
4,normal,Smooth muscle,other,subtype,42,92591,GSM9237904,1,0.2,largest_library,unc20_largest_library_0186
4,normal,Suprabasal,other,subtype,1,3032,GSM9237904,1,0.2,largest_library,unc20_largest_library_0187
4,normal,T cells proliferating,other,subtype,22,121815,GSM9237904,1,0.2,largest_library,unc20_largest_library_0188
4,normal,pre-TB secretory,other,subtype,16,48516,GSM9237904,1,0.2,largest_library,unc20_largest_library_0189
5,AIS,AT0,other,subtype,3,6309,GSM9237910,1,0.2,largest_library,unc20_largest_library_0190
5,AIS,AT1,other,subtype,304,671810,GSM9237910,1,0.2,largest_library,unc20_largest_library_0191
5,AIS,AT2,AT2,subtype,224,869513,GSM9237910,1,0.2,largest_library,unc20_largest_library_0192
5,AIS,Adventitial fibroblasts,fibroblasts,subtype,5,8761,GSM9237910,1,0.2,largest_library,unc20_largest_library_0193
5,AIS,Alveolar fibroblasts,fibroblasts,subtype,228,391190,GSM9237910,1,0.2,largest_library,unc20_largest_library_0194
5,AIS,Alveolar macrophages,macrophages,subtype,35,254905,GSM9237910,1,0.2,largest_library,unc20_largest_library_0195
5,AIS,B cells,other,subtype,3,3378,GSM9237910,1,0.2,largest_library,unc20_largest_library_0196
5,AIS,Basal resting,other,subtype,16,23437,GSM9237910,1,0.2,largest_library,unc20_largest_library_0197
5,AIS,CD4 T cells,other,subtype,16,25441,GSM9237910,1,0.2,largest_library,unc20_largest_library_0198
5,AIS,CD8 T cells,other,subtype,15,20614,GSM9237910,1,0.2,largest_library,unc20_largest_library_0199
5,AIS,Classical monocytes,other,subtype,9,20249,GSM9237910,1,0.2,largest_library,unc20_largest_library_0200
5,AIS,Deuterosomal,other,subtype,2,6570,GSM9237910,1,0.2,largest_library,unc20_largest_library_0201
5,AIS,EC aerocyte capillary,other,subtype,40,62270,GSM9237910,1,0.2,largest_library,unc20_largest_library_0202
5,AIS,EC arterial,other,subtype,13,19643,GSM9237910,1,0.2,largest_library,unc20_largest_library_0203
5,AIS,EC general capillary,other,subtype,28,36642,GSM9237910,1,0.2,largest_library,unc20_largest_library_0204
5,AIS,EC venous pulmonary,other,subtype,22,27536,GSM9237910,1,0.2,largest_library,unc20_largest_library_0205
5,AIS,Goblet (nasal),other,subtype,3,10739,GSM9237910,1,0.2,largest_library,unc20_largest_library_0206
5,AIS,Interstitial Mph perivascular,macrophages,subtype,7,12059,GSM9237910,1,0.2,largest_library,unc20_largest_library_0207
5,AIS,Lymphatic EC differentiating,other,subtype,18,23559,GSM9237910,1,0.2,largest_library,unc20_largest_library_0208
5,AIS,Mast cells,other,subtype,11,13410,GSM9237910,1,0.2,largest_library,unc20_largest_library_0209
5,AIS,Monocyte-derived Mph,macrophages,subtype,3,11664,GSM9237910,1,0.2,largest_library,unc20_largest_library_0210
5,AIS,Multiciliated (non-nasal),other,subtype,63,222092,GSM9237910,1,0.2,largest_library,unc20_largest_library_0211
5,AIS,Myofibroblasts,fibroblasts,subtype,1,1241,GSM9237910,1,0.2,largest_library,unc20_largest_library_0212
5,AIS,NK cells,other,subtype,18,21629,GSM9237910,1,0.2,largest_library,unc20_largest_library_0213
5,AIS,Non-classical monocytes,other,subtype,8,16152,GSM9237910,1,0.2,largest_library,unc20_largest_library_0214
5,AIS,Pericytes,other,subtype,7,13520,GSM9237910,1,0.2,largest_library,unc20_largest_library_0215
5,AIS,Plasma cells,other,subtype,7,11536,GSM9237910,1,0.2,largest_library,unc20_largest_library_0216
5,AIS,Plasmacytoid DCs,other,subtype,2,4032,GSM9237910,1,0.2,largest_library,unc20_largest_library_0217
5,AIS,Smooth muscle,other,subtype,17,26008,GSM9237910,1,0.2,largest_library,unc20_largest_library_0218
5,AIS,pre-TB secretory,other,subtype,15,38499,GSM9237910,1,0.2,largest_library,unc20_largest_library_0219
5,LUAD,AT1,other,subtype,84,245922,GSM9237911,1,0.2,largest_library,unc20_largest_library_0220
5,LUAD,AT2,AT2,subtype,1071,4814870,GSM9237911,1,0.2,largest_library,unc20_largest_library_0221
5,LUAD,AT2 proliferating,AT2,subtype,25,190310,GSM9237911,1,0.2,largest_library,unc20_largest_library_0222
5,LUAD,Adventitial fibroblasts,fibroblasts,subtype,14,30961,GSM9237911,1,0.2,largest_library,unc20_largest_library_0223
5,LUAD,Alveolar fibroblasts,fibroblasts,subtype,131,355698,GSM9237911,1,0.2,largest_library,unc20_largest_library_0224
5,LUAD,Alveolar macrophages,macrophages,subtype,199,1384686,GSM9237911,1,0.2,largest_library,unc20_largest_library_0225
5,LUAD,B cells,other,subtype,641,893529,GSM9237911,1,0.2,largest_library,unc20_largest_library_0226
5,LUAD,Basal resting,other,subtype,2,4224,GSM9237911,1,0.2,largest_library,unc20_largest_library_0227
5,LUAD,CD4 T cells,other,subtype,2027,3311671,GSM9237911,1,0.2,largest_library,unc20_largest_library_0228
5,LUAD,CD8 T cells,other,subtype,1018,1467395,GSM9237911,1,0.2,largest_library,unc20_largest_library_0229
5,LUAD,Classical monocytes,other,subtype,10,34116,GSM9237911,1,0.2,largest_library,unc20_largest_library_0230
5,LUAD,DC2,other,subtype,4,9221,GSM9237911,1,0.2,largest_library,unc20_largest_library_0231
5,LUAD,EC aerocyte capillary,other,subtype,11,25578,GSM9237911,1,0.2,largest_library,unc20_largest_library_0232
5,LUAD,EC arterial,other,subtype,12,31566,GSM9237911,1,0.2,largest_library,unc20_largest_library_0233
5,LUAD,EC general capillary,other,subtype,12,15816,GSM9237911,1,0.2,largest_library,unc20_largest_library_0234
5,LUAD,EC venous pulmonary,other,subtype,24,72121,GSM9237911,1,0.2,largest_library,unc20_largest_library_0235
5,LUAD,EC venous systemic,other,subtype,9,16440,GSM9237911,1,0.2,largest_library,unc20_largest_library_0236
5,LUAD,Goblet (nasal),other,subtype,32,134896,GSM9237911,1,0.2,largest_library,unc20_largest_library_0237
5,LUAD,Hillock-like,other,subtype,1,3350,GSM9237911,1,0.2,largest_library,unc20_largest_library_0238
5,LUAD,Interstitial Mph perivascular,macrophages,subtype,53,121576,GSM9237911,1,0.2,largest_library,unc20_largest_library_0239
5,LUAD,Ionocyte,other,subtype,1,9410,GSM9237911,1,0.2,largest_library,unc20_largest_library_0240
5,LUAD,Lymphatic EC differentiating,other,subtype,40,85300,GSM9237911,1,0.2,largest_library,unc20_largest_library_0241
5,LUAD,Lymphatic EC mature,other,subtype,2,3264,GSM9237911,1,0.2,largest_library,unc20_largest_library_0242
5,LUAD,Mast cells,other,subtype,77,133277,GSM9237911,1,0.2,largest_library,unc20_largest_library_0243
5,LUAD,Migratory DCs,other,subtype,65,184179,GSM9237911,1,0.2,largest_library,unc20_largest_library_0244
5,LUAD,Monocyte-derived Mph,macrophages,subtype,88,339544,GSM9237911,1,0.2,largest_library,unc20_largest_library_0245
